modello,temperatura,sample_id,copertura,C_lag1,ampiezza,rumore,max_fft,gapelmaper,fase
Qwen2.5-14B,1.1,1,0.2870169344333478,0.019445689395070076,0.019445689395070076,0.003689016681164503,0.1240497784101455,1.2090559836554207,non valutabile
Qwen2.5-14B,1.2,1,0.2706459525756337,0.012948429211974144,0.015548140741884708,0.0037021657917648554,0.09314439151085238,2.016174193261344,non valutabile
Qwen2.5-14B,1.3,1,0.23811107416029265,0.003193325363099575,0.0034752720966935158,0.002087722532451153,0.024227177719951542,1.003072553652433,non valutabile
Qwen2.5-14B,1.4,1,0.28942058230037476,0.002123726299032569,0.0023761780466884375,0.0030020594131201506,0.022015737858028694,1.0267660209391554,non valutabile
Qwen2.5-14B,1.5,1,0.23888711224816117,-0.0005413578473962843,0.0018386621959507465,0.0020508538000285625,0.0159968499412837,1.0153232743953313,non valutabile
Qwen2.5-14B,0.5,3,0.9993719086127032,0.03185662627220154,0.9645216464996338,0.012266181409358978,4.340902960953045,1.0572805383566548,solido (periodico)
Qwen2.5-14B,0.9,3,0.995190380761523,0.08543357253074646,0.550754725933075,0.011614148505032063,1.9336693143901247,0.9510265545191259,critico (power law)
Qwen2.5-14B,1.0,5,0.6118272639381244,0.045237958431243896,0.045237958431243896,0.005368885118514299,0.31189453334894646,0.8691315303870286,critico (power law)
Qwen3.5-2B-Base,0.4,2,1.0,0.047080136835575104,0.9962466359138489,0.010475696995854378,3.591043683066805,1.0205045100699746,solido (periodico)
Qwen3.5-2B-Base,0.4,1,1.0,0.07183452695608139,0.9924872517585754,0.014097269624471664,6.54958820767475,1.0168080966581283,solido (periodico)
Qwen3.5-2B-Base,0.4,3,1.0,-0.10542363673448563,0.9975957274436951,0.010571972467005253,12.034049424224982,0.9968734121919215,solido (periodico)
Qwen3.5-2B-Base,0.4,4,1.0,-0.19034205377101898,0.9964767694473267,0.013786998577415943,13.378359158310877,0.9945935646422441,solido (periodico)
